             Time	Speed1	Speed2	Speed3	Temp
01-Jan-2006 00:00	9.0117	7.8685	9.7802	12.1484
01-Jan-2006 01:00	7.5842	7.5777	9.4277	10.5065
01-Jan-2006 02:00	5.24	4.3406	4.091	9.3413
01-Jan-2006 03:00	2.347	2.7759	0.6365	8.8889
01-Jan-2006 04:00	2.3567	2.2268	0.9456	8.8984
01-Jan-2006 05:00	4.0967	2.4528	4.777	10.0787
01-Jan-2006 06:00	9.2443	8.2977	9.7576	11.1111
01-Jan-2006 07:00	8.6238	8.4142	10.4367	11.1323
01-Jan-2006 08:00	16.9558	15.2207	16.1298	12.7778
01-Jan-2006 09:00	16.2408	14.6191	15.5757	12.7841
01-Jan-2006 10:00	17.8791	18.1414	19.7445	13.2778
01-Jan-2006 11:00	19.2626	18.895	20.4732	13.2856
01-Jan-2006 12:00	15.4229	15.4384	15.8961	13.8889
01-Jan-2006 13:00	15.4528	17.3512	14.2887	13.903
01-Jan-2006 14:00	17.7651	17.0231	16.8761	14.9955
01-Jan-2006 15:00	16.8484	15.1823	17.8928	14.3289
01-Jan-2006 16:00	12.9957	14.3507	14.0218	13.2919
01-Jan-2006 17:00	12.2971	11.8803	11.2649	14.3261
01-Jan-2006 18:00	8.2889	6.883	6.2866	12.2222
01-Jan-2006 19:00	6.9065	8.6972	8.9668	12.2222
01-Jan-2006 20:00	6.0922	8.0315	7.2694	12.2159
01-Jan-2006 21:00	4.5595	5.4278	2.3961	11.7222
01-Jan-2006 22:00	3.8986	4.2955	3.9569	11.7286
01-Jan-2006 23:00	4.6114	2.6841	2.7025	12.2222
02-Jan-2006 00:00	3.0172	4.0624	4.6327	12.2222
02-Jan-2006 01:00	2.3517	1.3865	2.5348	12.2222
02-Jan-2006 02:00	3.1639	4.0139	5.2448	12.217
02-Jan-2006 03:00	6.0938	6.8774	7.2131	12.2159
02-Jan-2006 04:00	0.298	1.3978	0.8335	11.7222
02-Jan-2006 05:00	3.879	1.9227	1.7998	11.7222
02-Jan-2006 06:00	3.0783	1.3626	1.4026	12
02-Jan-2006 07:00	0.888	0.1	0.1	11.6808
02-Jan-2006 08:00	0.6643	1.3589	1.8068	11.1111
02-Jan-2006 09:00	4.5944	5.7937	5.8931	11.1022
02-Jan-2006 10:00	0.3567	0.1	2.4388	11.1407
02-Jan-2006 11:00	7.0225	7.8003	8.5861	11.6362
02-Jan-2006 12:00	10.765	12.4038	12.7138	11.0985
02-Jan-2006 13:00	9.0321	6.97	9.5302	11.0777
02-Jan-2006 14:00	10.0302	8.3347	10.8759	11.7144
02-Jan-2006 15:00	6.7891	7.3109	4.6843	11.1166
02-Jan-2006 16:00	4.755	2.7466	4.8956	11.7605
02-Jan-2006 17:00	14.4404	16.0131	15.4644	12.1782
02-Jan-2006 18:00	10.951	9.0379	10.0997	12.2152
02-Jan-2006 19:00	16.149	16.295	14.8912	11.7222
02-Jan-2006 20:00	10.1173	8.3839	9.284	11.7222
02-Jan-2006 21:00	14.5774	12.376	14.2729	11.6946
02-Jan-2006 22:00	8.206	9.2168	8.7358	11.072
02-Jan-2006 23:00	0.8213	0.1	1.9412	11.1027
03-Jan-2006 00:00	4.6269	2.5306	3.2762	10.6004
03-Jan-2006 01:00	4.6072	5.7827	6.2036	9.3071
03-Jan-2006 02:00	3.0899	3.5347	3.5851	8.2778
03-Jan-2006 03:00	3.9874	4.7874	2.296	8.2778
03-Jan-2006 04:00	6.1495	5.8542	5.5683	8.2919
03-Jan-2006 05:00	4.6662	5.1467	6.3119	9.3889
03-Jan-2006 06:00	7.6627	7.4242	8.148	9.3825
03-Jan-2006 07:00	3.9087	5.42	5.53	8.893
03-Jan-2006 08:00	6.3334	8.393	8.0771	9.4253
03-Jan-2006 09:00	8.5161	10.5878	6.9458	10.0567
03-Jan-2006 10:00	8.4862	10.4556	10.7282	11.1615
03-Jan-2006 11:00	6.2032	7.4763	6.2956	11.7778
03-Jan-2006 12:00	9.3381	7.3083	8.8198	12.8236
03-Jan-2006 13:00	10.0584	9.4914	7.8431	13.2643
03-Jan-2006 14:00	10.0513	9.7459	10.8001	12.2222
03-Jan-2006 15:00	9.2066	10.8281	8.3445	12.2222
03-Jan-2006 16:00	7.9059	6.0537	7.716	12.1911
03-Jan-2006 17:00	9.5266	8.8381	10.3901	12.2121
03-Jan-2006 18:00	10.7622	10.3164	9.4419	12.2159
03-Jan-2006 19:00	7.6241	6.0888	9.8235	11.7222
03-Jan-2006 20:00	6.5562	6.5368	5.5918	11.7222
03-Jan-2006 21:00	6.1913	6.6426	5.3372	11.7222
03-Jan-2006 22:00	8.6439	8.8789	9.3357	11.7222
03-Jan-2006 23:00	10.0285	11.7213	11.0092	11.7222
04-Jan-2006 00:00	7.7311	6.6205	9.6021	11.7286
04-Jan-2006 01:00	9.2192	7.0968	7.8039	12.2222
04-Jan-2006 02:00	5.2029	6.735	6.3059	12.2222
04-Jan-2006 03:00	2.2012	3.6165	0.2773	12.2222
04-Jan-2006 04:00	0.7	2.3048	0.1	12.2159
04-Jan-2006 05:00	1.0453	0.4122	2.9939	11.7222
04-Jan-2006 06:00	4.5978	4.0704	4.1201	11.7222
04-Jan-2006 07:00	2.347	3.5386	3.804	11.7222
04-Jan-2006 08:00	2.3564	3.1802	0.5728	11.7222
04-Jan-2006 09:00	3.0752	4.4737	3.856	11.7304
04-Jan-2006 10:00	2.347	0.4566	0.4327	12.8724
04-Jan-2006 11:00	2.3863	2.8973	1.9595	14.3889
04-Jan-2006 12:00	5.4315	4.1948	3.2665	14.3889
04-Jan-2006 13:00	5.4119	4.31	6.7422	14.3934
04-Jan-2006 14:00	3.9089	3.5868	3.6952	15.0599
04-Jan-2006 15:00	5.4119	7.0003	3.4095	16.0892
04-Jan-2006 16:00	3.9288	5.3425	5.4917	14.3889
04-Jan-2006 17:00	7.8587	8.5871	6.0523	14.3848
04-Jan-2006 18:00	9.2144	7.2905	7.2517	13.8492
04-Jan-2006 19:00	6.1692	7.738	3.9287	13.2778
04-Jan-2006 20:00	6.2085	4.3618	4.5076	13.2736
04-Jan-2006 21:00	9.2016	9.2174	11.4151	12.7423
04-Jan-2006 22:00	3.6227	3.7369	4.7948	12.1885
04-Jan-2006 23:00	0.833	0.6738	0.1	11.6553
05-Jan-2006 00:00	3.1639	3.9941	4.2065	10.0142
05-Jan-2006 01:00	3.8696	5.036	5.1875	11.1047
05-Jan-2006 02:00	2.347	3.3455	1.3436	10.6111
05-Jan-2006 03:00	2.3666	0.3547	2.4034	10.6033
05-Jan-2006 04:00	3.8505	5.372	3.9238	10.0078
05-Jan-2006 05:00	0.88	2.5778	3.1205	10.5892
05-Jan-2006 06:00	3.0846	4.6826	2.1821	8.893
05-Jan-2006 07:00	3.0752	5.0023	0.9257	9.4249
05-Jan-2006 08:00	2.347	2.695	0.9065	10.0711
05-Jan-2006 09:00	2.3297	2.167	4.0334	11.7714
05-Jan-2006 10:00	1.011	0.1	0.1	12.2568
05-Jan-2006 11:00	2.347	3.5675	1.2439	12.835
05-Jan-2006 12:00	2.347	1.175	2.4764	13.8889
05-Jan-2006 13:00	2.347	1.9164	2.6539	13.8889
05-Jan-2006 14:00	2.3172	2.9169	1.0075	13.893
05-Jan-2006 15:00	0.0386	0.3002	0.1	14.4286
05-Jan-2006 16:00	2.4183	0.2625	1.6	15
05-Jan-2006 17:00	3.1395	2.9446	3.373	14.9891
05-Jan-2006 18:00	3.8892	5.7305	4.8948	13.8385
05-Jan-2006 19:00	3.8892	5.4585	4.4244	13.2194
05-Jan-2006 20:00	3.8892	2.7778	4.3754	12.2222
05-Jan-2006 21:00	3.8521	6.0603	5.9594	12.2181
05-Jan-2006 22:00	0.9874	0.771	2.1131	11.6858
05-Jan-2006 23:00	2.4121	0.2086	0.3576	11.0512
06-Jan-2006 00:00	3.0846	2.5732	3.507	10
06-Jan-2006 01:00	3.0582	2.2461	1.3476	9.9922
06-Jan-2006 02:00	0.9744	1.0234	1.3973	9.3967
06-Jan-2006 03:00	0.927	2.4799	0.0749	9.9717
06-Jan-2006 04:00	0.9155	3.0697	0.1	7.7983
06-Jan-2006 05:00	0.2129	1.4621	1.8504	9.3684
06-Jan-2006 06:00	2.3225	3.5308	0.8527	7.7819
06-Jan-2006 07:00	0.2816	0.3366	0.1	8.3142
06-Jan-2006 08:00	0.1054	0.1	0.5853	8.9432
06-Jan-2006 09:00	0.7691	0.1	1.6081	10.0972
06-Jan-2006 10:00	0.5054	2.6766	1.4997	11.7714
06-Jan-2006 11:00	0.9494	2.391	0.1	12.2568
06-Jan-2006 12:00	2.4131	3.9598	0.6331	12.835
06-Jan-2006 13:00	3.0846	1.9639	1.1834	13.8811
06-Jan-2006 14:00	3.0587	4.777	1.9785	13.2919
06-Jan-2006 15:00	0.7363	1.6995	2.5377	14.3889
06-Jan-2006 16:00	0.3294	0.9864	1.3864	14.3889
06-Jan-2006 17:00	4.9145	5.2808	5.2826	14.3613
06-Jan-2006 18:00	8.5008	8.1932	6.3402	12.2222
06-Jan-2006 19:00	6.9077	8.3123	5.2496	12.2159
06-Jan-2006 20:00	6.0556	5.6876	5.3848	11.7222
06-Jan-2006 21:00	2.1413	0.59	0.9776	11.7236
06-Jan-2006 22:00	2.347	4.3731	2.3487	12.8284
06-Jan-2006 23:00	5.4213	6.6772	5.8344	13.2778
07-Jan-2006 00:00	4.6479	3.9128	6.0341	13.27
07-Jan-2006 01:00	8.2329	6.4113	7.1476	13.18
07-Jan-2006 02:00	12.3263	12.5902	10.926	12.7778
07-Jan-2006 03:00	10.6601	11.5721	10.1922	12.7778
07-Jan-2006 04:00	8.5161	9.5714	6.7138	12.7707
07-Jan-2006 05:00	8.5069	9.1598	6.4934	12.2222
07-Jan-2006 06:00	6.7436	8.8111	5.9223	12.2222
07-Jan-2006 07:00	0.2876	0.1	2.3785	12.2222
07-Jan-2006 08:00	0.2934	0.4068	0.1	12.2263
07-Jan-2006 09:00	3.8892	2.3212	3.3348	12.8295
07-Jan-2006 10:00	3.8892	2.9563	4.0208	14.1658
07-Jan-2006 11:00	3.9089	5.4827	2.7836	15
07-Jan-2006 12:00	7.4178	9.2969	6.189	14.9582
07-Jan-2006 13:00	8.5375	10.1588	7.6668	13.2856
07-Jan-2006 14:00	10.9225	12.4735	12.4233	13.8834
07-Jan-2006 15:00	12.2896	11.7672	10.5297	13.2416
07-Jan-2006 16:00	8.5554	6.9263	8.5858	12.7423
07-Jan-2006 17:00	11.5234	12.1814	9.4814	12.1853
07-Jan-2006 18:00	3.5477	4.0054	4.1059	11.7222
07-Jan-2006 19:00	0.1754	0.1	0.1	11.7167
07-Jan-2006 20:00	3.8772	5.9559	4.9694	11.0728
07-Jan-2006 21:00	2.2124	1.8018	0.4094	10.6175
07-Jan-2006 22:00	0.1365	2.196	1.2136	11.1111
07-Jan-2006 23:00	2.347	2.7957	3.3443	11.1111
08-Jan-2006 00:00	2.347	0.5438	2.3273	11.1054
08-Jan-2006 01:00	6.6763	8.7575	6.8089	11.107
08-Jan-2006 02:00	13.1159	11.7053	11.9439	10.5714
08-Jan-2006 03:00	8.825	8.1227	7.6993	10.0078
08-Jan-2006 04:00	0.3686	0.1	0.1	10.6013
08-Jan-2006 05:00	4.5805	4.52	2.5462	9.2876
08-Jan-2006 06:00	1.0066	2.4979	0.1	7.7778
08-Jan-2006 07:00	2.3194	4.062	0.7323	7.7707
08-Jan-2006 08:00	0.1904	0.8202	0.7786	7.2433
08-Jan-2006 09:00	0.9313	0.1	2.722	9.4923
08-Jan-2006 10:00	3.2427	3.3036	3.7712	10.6558
08-Jan-2006 11:00	5.5061	7.443	5.3687	11.1622
08-Jan-2006 12:00	6.1692	6.2592	6.2955	12.2723
08-Jan-2006 13:00	6.1639	5.1722	7.6316	12.7778
08-Jan-2006 14:00	5.3539	3.472	4.8671	12.7841
08-Jan-2006 15:00	3.8892	2.025	3.2911	13.2714
08-Jan-2006 16:00	3.8892	4.7889	4.7877	12.7778
08-Jan-2006 17:00	3.8696	1.7195	6.0819	12.7741
08-Jan-2006 18:00	2.3532	0.198	0.5957	12.1537
08-Jan-2006 19:00	3.1395	3.4254	0.9678	10.6111
08-Jan-2006 20:00	3.8547	2.2474	3.9675	10.6059
08-Jan-2006 21:00	0.7797	0.1	0.9621	9.9587
08-Jan-2006 22:00	0.2421	1.3954	0.1	9.359
08-Jan-2006 23:00	0.4907	0.1	0.1	8.9403
09-Jan-2006 00:00	0.5795	2.0268	0.8086	7.2222
09-Jan-2006 01:00	0.7894	0.1	1.2418	7.2159
09-Jan-2006 02:00	0.4165	1.291	0.1	6.7286
09-Jan-2006 03:00	0.0923	0.1	0.1	7.2222
09-Jan-2006 04:00	0.3254	0.1	1.583	7.2017
09-Jan-2006 05:00	0.4037	0.9212	0.1	5.6152
09-Jan-2006 06:00	0.6174	0.1	0.1	6.1508
09-Jan-2006 07:00	0.0649	1.1198	0.4824	6.7222
09-Jan-2006 08:00	0.1929	0.577	0.1	6.7503
09-Jan-2006 09:00	0.4697	2.3117	0.2107	9.4847
09-Jan-2006 10:00	0.0391	0.8421	0.608	10
09-Jan-2006 11:00	2.433	3.9388	2.007	10.6152
09-Jan-2006 12:00	3.0795	2.186	3.853	11.1486
09-Jan-2006 13:00	2.2631	1.9513	0.9387	11.7584
09-Jan-2006 14:00	0.5466	0.1	1.7055	12.2599
09-Jan-2006 15:00	0.9761	1.9072	2.0601	12.7778
09-Jan-2006 16:00	0.9249	2.6666	2.8116	12.7675
09-Jan-2006 17:00	9.2426	7.8243	10.9933	11.6718
09-Jan-2006 18:00	7.5527	5.3926	7.6376	11.0751
09-Jan-2006 19:00	4.6465	3.6695	2.9882	10.5739
09-Jan-2006 20:00	6.1205	5.7968	5.8006	9.9567
09-Jan-2006 21:00	2.3602	3.4551	0.7591	9.3889
09-Jan-2006 22:00	3.9985	3.5342	4.1517	9.3825
09-Jan-2006 23:00	5.3767	4.2695	3.5973	8.8925
10-Jan-2006 00:00	0.9528	1.4758	0.1	9.4359
10-Jan-2006 01:00	2.4959	2.622	1.6316	10.6025
10-Jan-2006 02:00	4.6114	5.9994	2.8337	9.9781
10-Jan-2006 03:00	3.0172	4.9619	1.0526	8.2778
10-Jan-2006 04:00	2.378	2.3286	2.3799	8.2876
10-Jan-2006 05:00	4.6269	4.5717	3.2579	8.9044
10-Jan-2006 06:00	2.9039	3.0049	1.0426	7.7792
10-Jan-2006 07:00	0.53	0.1	0.1	8.7304
10-Jan-2006 08:00	0.834	1.727	1.8949	8.8889
10-Jan-2006 09:00	2.4353	1.9178	2.7056	8.8919
10-Jan-2006 10:00	0.1633	0.1	2.1635	8.893
10-Jan-2006 11:00	2.3298	3.525	3.2007	9.4261
10-Jan-2006 12:00	1.0338	0.5443	1.9284	10.0392
10-Jan-2006 13:00	3.7297	2.2503	5.7258	10.7219
10-Jan-2006 14:00	3.0503	1.793	4.5691	10.6175
10-Jan-2006 15:00	0.3929	0.7208	0.1	11.1111
10-Jan-2006 16:00	0.4415	0.1	0.1	11.1323
10-Jan-2006 17:00	0.9412	1.6664	0.1	12.7643
10-Jan-2006 18:00	4.0275	4.733	2.3179	11.7222
10-Jan-2006 19:00	5.4209	6.9519	3.1849	11.7286
10-Jan-2006 20:00	3.716	4.9558	2.5179	12.2159
10-Jan-2006 21:00	0.2495	1.1067	0.1	11.7222
10-Jan-2006 22:00	3.8788	5.7888	4.2431	11.7222
10-Jan-2006 23:00	2.1551	3.7962	0.7046	11.7342
11-Jan-2006 00:00	3.2544	5.4153	2.8296	11.7286
11-Jan-2006 01:00	4.6072	6.4582	5.7182	12.2204
11-Jan-2006 02:00	3.1341	4.7976	4.3093	11.9821
11-Jan-2006 03:00	6.9563	4.9076	9.0335	11.7222
11-Jan-2006 04:00	4.4007	5.021	3.2926	11.7357
11-Jan-2006 05:00	0.5367	0.1	0.1	12.7244
11-Jan-2006 06:00	0.1492	0.1	0.1	13.9529
11-Jan-2006 07:00	2.5364	1.2072	3.4238	14.3471
11-Jan-2006 08:00	5.4262	3.9197	7.1699	11.1157
11-Jan-2006 09:00	4.5287	2.7679	4.7377	11.7753
11-Jan-2006 10:00	2.3666	1.4294	2.267	12.8724
11-Jan-2006 11:00	3.8892	2.8416	5.6534	14.3357
11-Jan-2006 12:00	0.6869	2.1378	0.321	14.3889
11-Jan-2006 13:00	9.5572	8.5893	9.8644	14.3889
11-Jan-2006 14:00	12.3383	13.0858	14.4067	14.3848
11-Jan-2006 15:00	12.3486	10.5272	12.2917	13.8524
11-Jan-2006 16:00	13.1277	14.3562	14.9705	13.2222
11-Jan-2006 17:00	11.5322	13.3359	11.5132	12.1764
11-Jan-2006 18:00	10.7466	9.3665	12.3429	11.7222
