             Time	Speed1	Speed2	Speed3	Temp
01-Jan-2006 00:00	6.9738	7.3491	8.268	-11
01-Jan-2006 01:00	5.4315	6.0273	5.8522	-11
01-Jan-2006 02:00	5.4315	4.1967	5.8323	-11
01-Jan-2006 03:00	6.1692	5.0666	6.7605	-11
01-Jan-2006 04:00	6.1692	5.5192	6.496	-11
01-Jan-2006 05:00	3.8892	4.9307	2.6486	-11
01-Jan-2006 06:00	5.4315	5.4661	6.9979	-10
01-Jan-2006 07:00	4.6269	3.5522	3.9957	-10
01-Jan-2006 08:00	4.6269	5.6848	4.7963	-11
01-Jan-2006 09:00	3.8892	5.0571	3.5352	-10
01-Jan-2006 10:00	4.6269	4.0998	4.1616	-10
01-Jan-2006 11:00	3.8892	5.4464	3.1192	-10
01-Jan-2006 12:00	2.347	1.4804	3.8989	-10
01-Jan-2006 13:00	3.0846	3.4193	4.4558	-9
01-Jan-2006 14:00	1.5423	2.2812	0.0793	-9
01-Jan-2006 15:00	0.8516	2.0289	0.1	-9
01-Jan-2006 16:00	1.5423	0.7243	0.6127	-9
01-Jan-2006 17:00	0.4279	0.1	0.6233	-9
01-Jan-2006 18:00	0.1467	1.5439	0.9309	-9
01-Jan-2006 19:00	1.5423	1.7288	2.1511	-9
01-Jan-2006 20:00	0.7443	0.3694	0.1	-9
01-Jan-2006 21:00	0.1581	0.3004	0.6079	-10
01-Jan-2006 22:00	0.6008	1.4506	0.3585	-9
01-Jan-2006 23:00	1.5423	1.7644	0.6223	-9
02-Jan-2006 00:00	1.5423	1.2108	1.9517	-8
02-Jan-2006 01:00	0.0704	0.4542	0.1	-8
02-Jan-2006 02:00	1.5423	1.7937	1.3445	-7
02-Jan-2006 03:00	1.5423	0.246	0.5702	-7
02-Jan-2006 04:00	3.0846	2.9093	3.3087	-7
02-Jan-2006 05:00	2.347	2.0503	3.6257	-7
02-Jan-2006 06:00	1.5423	0.0978	2.6633	-7
02-Jan-2006 07:00	3.0846	3.3107	3.2132	-7
02-Jan-2006 08:00	3.8892	4.5353	3.8008	-7
02-Jan-2006 09:00	0.931	0.1	0.1	-7
02-Jan-2006 10:00	2.347	1.4634	1.3421	-6
02-Jan-2006 11:00	2.347	2.3091	1.5085	-5
02-Jan-2006 12:00	3.8892	2.5634	4.2386	-5
02-Jan-2006 13:00	2.347	0.8047	3.7296	-4
02-Jan-2006 14:00	2.347	2.2297	2.8063	-4
02-Jan-2006 15:00	4.6269	3.7712	6.223	-4
02-Jan-2006 16:00	5.4315	5.5832	4.8895	-3
02-Jan-2006 17:00	6.9738	8.1943	5.4652	-4
02-Jan-2006 18:00	4.6269	6.1522	5.8838	-4
02-Jan-2006 19:00	7.7114	8.4038	7.1223	-4
02-Jan-2006 20:00	7.7114	8.4644	7.4971	-5
02-Jan-2006 21:00	6.1692	6.0765	5.4915	-5
02-Jan-2006 22:00	6.9738	8.3049	6.3731	-5
02-Jan-2006 23:00	7.7114	8.0519	7.1264	-6
03-Jan-2006 00:00	8.5161	9.4652	8.1219	-7
03-Jan-2006 01:00	6.9738	8.1864	7.5171	-7
03-Jan-2006 02:00	8.5161	9.8986	8.8737	-7
03-Jan-2006 03:00	7.7114	8.3495	8.69	-7
03-Jan-2006 04:00	7.7114	9.1961	8.5293	-7
03-Jan-2006 05:00	8.5161	10.0039	7.5944	-7
03-Jan-2006 06:00	9.2537	8.666	10.0106	-7
03-Jan-2006 07:00	6.9738	7.5627	6.9011	-8
