             Time	Speed1	Speed2	Speed3	Temp
01-Jan-2006 00:00	10.3589	11.8125	9.5182	18.8889
01-Jan-2006 01:00	5.9399	4.9634	4.4007	18.8889
01-Jan-2006 02:00	5.5174	4.6767	5.9739	18.9011
01-Jan-2006 03:00	7.5675	7.0442	6.4261	19.462
01-Jan-2006 04:00	3.8892	3.5054	5.1655	20
01-Jan-2006 05:00	3.8589	2.7681	3.931	20.0078
01-Jan-2006 06:00	3.0846	2.3478	2.5906	21
01-Jan-2006 07:00	4.5692	3.7195	4.3023	20.6616
01-Jan-2006 08:00	3.8312	3.6141	2.7395	20.6299
01-Jan-2006 09:00	2.9161	2.8054	1.9242	21.0701
01-Jan-2006 10:00	4.0989	3.5195	3.6327	22.4792
01-Jan-2006 11:00	6.562	7.2302	6.1186	23.6327
01-Jan-2006 12:00	8.696	7.66	7.8723	24.497
01-Jan-2006 13:00	8.6754	9.9203	9.2852	25
01-Jan-2006 14:00	7.889	7.7739	6.8586	25.8344
01-Jan-2006 15:00	7.5841	9.0096	7.6636	26.7724
01-Jan-2006 16:00	6.9738	5.6202	8.1016	26.9816
01-Jan-2006 17:00	6.8854	8.0567	6.9067	25.934
01-Jan-2006 18:00	4.7017	4.0494	5.1365	23.8545
01-Jan-2006 19:00	7.1038	7.3214	5.9957	22.8266
01-Jan-2006 20:00	7.6399	6.6789	7.4658	20.9514
01-Jan-2006 21:00	5.3022	6.8382	4.0234	19.9118
01-Jan-2006 22:00	4.529	4.0738	4.5338	19.32
01-Jan-2006 23:00	3.8892	5.0041	3.7151	18.976
02-Jan-2006 00:00	6.053	6.0783	5.9393	19.3889
02-Jan-2006 01:00	3.173	3.4031	2.6522	19.3889
02-Jan-2006 02:00	5.4315	4.7653	5.8153	19.3889
02-Jan-2006 03:00	5.4315	6.9479	6.3263	19.3752
02-Jan-2006 04:00	4.6269	3.2846	4.2121	18.7891
02-Jan-2006 05:00	4.5991	4.0413	4.7447	17.6983
02-Jan-2006 06:00	3.9078	4.518	3.0068	17.1212
02-Jan-2006 07:00	4.7272	4.0888	5.4039	16.0295
02-Jan-2006 08:00	5.4315	5.366	4.729	15.6341
02-Jan-2006 09:00	5.4593	4.0649	4.61	16.9355
02-Jan-2006 10:00	6.1111	6.5612	4.8595	19.6858
02-Jan-2006 11:00	4.6572	3.2816	5.5883	21.879
02-Jan-2006 12:00	5.4012	5.6223	5.9198	22.9378
02-Jan-2006 13:00	4.6849	3.9496	3.416	24.5614
02-Jan-2006 14:00	6.1692	7.3536	6.8747	25.6111
02-Jan-2006 15:00	6.2575	7.2611	6.8024	25.6111
02-Jan-2006 16:00	8.3584	8.4184	7.1218	25.5771
02-Jan-2006 17:00	3.7341	4.208	2.2618	23.4974
02-Jan-2006 18:00	3.0846	3.4652	4.0287	18.6182
02-Jan-2006 19:00	3.1149	4.2775	2.0338	17.0291
02-Jan-2006 20:00	3.8892	2.869	4.3424	15.4386
02-Jan-2006 21:00	3.8738	5.2183	3.2452	14.3889
02-Jan-2006 22:00	2.8758	2.5082	3.502	14.3171
02-Jan-2006 23:00	0.4153	0.4343	0.8478	12.1377
03-Jan-2006 00:00	0.317	0.1	0.6065	11.6271
03-Jan-2006 01:00	0.5631	0.1158	0.1412	10.5237
03-Jan-2006 02:00	0.8675	0.7992	1.1206	9.9308
03-Jan-2006 03:00	0.5626	0.1	0.1862	9.2753
03-Jan-2006 04:00	2.266	1.8208	3.2315	8.3008
03-Jan-2006 05:00	0.2003	0.4502	0.1	8.847
03-Jan-2006 06:00	0.3029	0.7018	0.1	7.7778
03-Jan-2006 07:00	0.2369	1.3769	1.7569	7.7778
03-Jan-2006 08:00	0.0687	0.1	1.3491	7.8909
03-Jan-2006 09:00	0.0639	0.1	0.5974	13.6271
03-Jan-2006 10:00	0.3954	1.0727	0.1	21.407
03-Jan-2006 11:00	0.3301	0.1	0.7994	22.9769
03-Jan-2006 12:00	1.0688	0.1	1.5945	24.4831
03-Jan-2006 13:00	5.3432	5.0566	5.3834	25.1041
03-Jan-2006 14:00	3.0984	3.9217	3.657	26.2059
03-Jan-2006 15:00	4.1883	5.4287	2.9647	26.6408
03-Jan-2006 16:00	8.5161	10.0647	8.0058	23.6618
03-Jan-2006 17:00	8.5012	7.3959	10.0069	21.9144
03-Jan-2006 18:00	7.4934	6.7352	8.7057	18.7083
03-Jan-2006 19:00	4.4907	4.9627	3.2845	17.6395
03-Jan-2006 20:00	3.8892	2.4466	3.6	16.7222
03-Jan-2006 21:00	3.8682	2.6655	5.413	16.6525
03-Jan-2006 22:00	2.9867	4.4154	3.4918	14.223
03-Jan-2006 23:00	2.347	3.655	2.4424	13.1476
04-Jan-2006 00:00	2.2649	3.2372	1.0132	12.1499
04-Jan-2006 01:00	0.1668	0.1	0.9552	11.6176
04-Jan-2006 02:00	1.5173	2.6112	0.2149	10.8196
04-Jan-2006 03:00	1.0013	0.1	0.3433	13.3854
04-Jan-2006 04:00	3.2072	3.1048	1.7194	13.8889
04-Jan-2006 05:00	4.0416	5.2107	3.4805	13.9358
04-Jan-2006 06:00	6.8787	6.8038	6.4812	15.815
04-Jan-2006 07:00	7.8711	9.2143	8.2948	16.0334
04-Jan-2006 08:00	3.9407	3.675	4.3048	16.2223
04-Jan-2006 09:00	6.6226	5.6557	5.6695	17.8458
04-Jan-2006 10:00	6.1692	6.2412	7.0926	19.0332
04-Jan-2006 11:00	6.1995	6.4105	5.1306	20.2079
04-Jan-2006 12:00	6.8989	6.6242	7.8204	22.3177
04-Jan-2006 13:00	4.4969	3.5667	3.849	22.8379
04-Jan-2006 14:00	3.905	4.4258	2.6958	23.3509
04-Jan-2006 15:00	4.7758	6.1241	6.0991	23.8889
04-Jan-2006 16:00	6.1382	6.2741	6.9009	23.849
04-Jan-2006 17:00	4.2723	4.6489	4.7148	21.9919
04-Jan-2006 18:00	0.3671	0.1	0.1	19.7312
04-Jan-2006 19:00	0.0874	0.1	0.573	17.6208
04-Jan-2006 20:00	0.5993	0.1	0.3703	16.5818
04-Jan-2006 21:00	1.0728	1.3079	0.264	15.6299
04-Jan-2006 22:00	3.3056	2.4923	3.2906	16.1111
04-Jan-2006 23:00	4.6269	5.5173	5.3425	16.0788
05-Jan-2006 00:00	4.7152	5.1601	3.3268	14.9147
05-Jan-2006 01:00	6.9157	6.3226	5.7096	14.2836
05-Jan-2006 02:00	5.4501	5.9745	3.9115	13.2025
05-Jan-2006 03:00	6.2695	5.2083	6.5459	12.7179
05-Jan-2006 04:00	6.8854	8.2539	5.6296	12.1263
05-Jan-2006 05:00	4.6269	3.8088	5.6315	10.9681
05-Jan-2006 06:00	4.6269	5.098	3.2551	10
05-Jan-2006 07:00	4.6269	4.245	5.3387	10.0116
05-Jan-2006 08:00	4.7733	3.2568	3.4128	10.7531
05-Jan-2006 09:00	8.4858	10.0654	8.6541	13.0379
05-Jan-2006 10:00	7.8579	8.4502	8.0038	15.2258
05-Jan-2006 11:00	11.4845	12.6781	11.3798	16.8658
05-Jan-2006 12:00	8.618	8.3629	9.653	17.9546
05-Jan-2006 13:00	11.7368	11.5226	13.0561	19.3889
05-Jan-2006 14:00	12.3383	13.0555	13.7427	19.4119
05-Jan-2006 15:00	12.3964	13.1855	12.5829	20
05-Jan-2006 16:00	13.8263	13.5507	14.8435	19.9742
05-Jan-2006 17:00	11.2779	12.6002	10.3682	18.7208
05-Jan-2006 18:00	8.1851	8.8154	6.8469	17.0724
05-Jan-2006 19:00	6.1995	6.7678	5.5532	15.9844
05-Jan-2006 20:00	6.8989	7.7853	6.6121	14.8318
05-Jan-2006 21:00	4.4969	5.9717	5.8973	13.0809
05-Jan-2006 22:00	3.9078	4.1166	3.9292	11.6302
05-Jan-2006 23:00	4.7272	3.8486	3.2381	10.9641
06-Jan-2006 00:00	5.4315	6.5334	4.8518	9.3889
06-Jan-2006 01:00	5.4315	5.1802	4.2522	9.3553
06-Jan-2006 02:00	5.4315	5.2433	5.9965	8.1962
06-Jan-2006 03:00	5.4501	4.185	6.7272	7.7966
06-Jan-2006 04:00	6.2603	5.5828	7.3019	8.238
06-Jan-2006 05:00	7.0717	7.2058	8.414	7.2431
06-Jan-2006 06:00	7.6256	7.9691	7.0725	7.7569
06-Jan-2006 07:00	5.4711	4.6682	5.5207	7.2222
06-Jan-2006 08:00	7.1723	7.9886	5.9494	7.2807
06-Jan-2006 09:00	8.4985	8.8513	9.0113	9.6029
06-Jan-2006 10:00	7.5571	7.2568	8.489	11.3902
06-Jan-2006 11:00	6.3434	5.3163	7.119	14.0619
06-Jan-2006 12:00	10.7682	9.9372	9.2231	15.143
06-Jan-2006 13:00	10.0584	10.6818	9.2183	16.0923
06-Jan-2006 14:00	10.0374	10.5115	9.9639	15.653
06-Jan-2006 15:00	9.1694	8.809	9.9021	16.7222
06-Jan-2006 16:00	8.3576	9.2903	8.527	16.6985
06-Jan-2006 17:00	5.8415	4.8891	5.9721	15.4037
06-Jan-2006 18:00	2.773	2.066	2.3056	13.125
06-Jan-2006 19:00	0.762	0.1	0.4188	11.9905
06-Jan-2006 20:00	0.4107	1.8134	0.1	8.4646
06-Jan-2006 21:00	0.6808	1.7984	0.0641	5.653
06-Jan-2006 22:00	0.7921	0.1728	0.1	6.6736
06-Jan-2006 23:00	0.5015	1.2562	0.8217	4.8352
07-Jan-2006 00:00	3.0001	2.7298	3.0925	3.8889
07-Jan-2006 01:00	0.8987	1.9757	2.0898	3.8601
07-Jan-2006 02:00	2.2624	3.3049	2.3379	2.6395
07-Jan-2006 03:00	0.2429	0.2113	0.1	1.8457
07-Jan-2006 04:00	3.7805	4.6753	2.3515	4.927
07-Jan-2006 05:00	0.995	0.1655	0.1	2.6802
07-Jan-2006 06:00	1.0618	1.1076	0.5972	2.1796
07-Jan-2006 07:00	0.3393	1.0277	1.0589	2.3101
07-Jan-2006 08:00	1.1024	1.6169	2.4572	3.031
07-Jan-2006 09:00	2.6464	4.1328	1.128	9.5781
07-Jan-2006 10:00	6.4191	6.0623	6.4013	14.8082
